gp,postcode,nhs_url
Limefield Surgery,BB2 6PL,https://www.nhs.uk/services/gp-surgery/limefield-surgery/P81214
Dr Dawoud's Surgery,PR6 7EH,https://www.nhs.uk/services/gp-surgery/dr-dawoud-s-surgery/P81701
St Georges Surgery,BB2 3HS,https://www.nhs.uk/services/gp-surgery/st-georges-surgery/P81058
Eaves Lane Surgery,PR6 0DR,https://www.nhs.uk/services/gp-surgery/eaves-lane-surgery/P81740004
Severn Centre GP Services.,WV16 6JG,https://www.nhs.uk/services/gp-surgery/severn-centre-gp-services/J4M0B
Alveley Medical Practice,WV15 6NG,https://www.nhs.uk/services/gp-surgery/alveley-medical-practice/M82601
Highley Medical Centre,WV16 6HG,https://www.nhs.uk/services/gp-surgery/highley-medical-centre/M82031
John Tasker House Surgery,CM6 1BH,https://www.nhs.uk/services/gp-surgery/john-tasker-house-surgery/F81118
Deal Tree Health Centre,CM15 0HU,https://www.nhs.uk/services/gp-surgery/deal-tree-health-centre/F81215
Helix Medical Centre,CM23 5JH,https://www.nhs.uk/services/gp-surgery/helix-medical-centre/E82654
"Haymeads Lane Medical Centre, Bishops Stortford",CM23 5JH,https://www.nhs.uk/services/gp-surgery/haymeads-lane-medical-centre-bishops-stortford/E82067002
South Street Branch Surgery,CM23 5JH,https://www.nhs.uk/services/gp-surgery/south-street-branch-surgery/A6Z5U
Heronsgate Medical Centre,SE28 0ER,https://www.nhs.uk/services/gp-surgery/heronsgate-medical-centre/G83012001
Dr Davies & Partner,DA7 5HL,https://www.nhs.uk/services/gp-surgery/dr-davies-and-partner/G83033
Waverley PMS,SE18 7QU,https://www.nhs.uk/services/gp-surgery/waverley-pms/G83635
Glyndon PMS,SE18 7LU,https://www.nhs.uk/services/gp-surgery/glyndon-pms/G83060
The Trinity Medical Centre,SE18 2AE,https://www.nhs.uk/services/gp-surgery/the-trinity-medical-centre/V8R9W
North Carlisle Medical Practice,CA3 9JZ,https://www.nhs.uk/services/gp-surgery/north-carlisle-medical-practice/A82016004
Blackwell Road Branch Surgery,CA2 4EQ,https://www.nhs.uk/services/gp-surgery/blackwell-road-branch-surgery/A82018001
Alconbury Surgery,PE28 4EQ,https://www.nhs.uk/services/gp-surgery/alconbury-surgery/D81004
Acorn Surgery,PE29 7HN,https://www.nhs.uk/services/gp-surgery/acorn-surgery/D81633
The Hicks Group Practice,PE29 3EZ,https://www.nhs.uk/services/gp-surgery/the-hicks-group-practice/D81050
Oakenhurst Medical Practice,BB2 1AX,https://www.nhs.uk/services/gp-surgery/oakenhurst-medical-practice/P81125
Dr T L Phillips at Barbara Castle Health Centre,BB2 1AX,https://www.nhs.uk/services/gp-surgery/dr-t-l-phillips-at-barbara-castle-health-centre/P81155001
Angel Lane Surgery,CM6 1AQ,https://www.nhs.uk/services/gp-surgery/angel-lane-surgery/F81090
Melbourne House Surgery,CM1 2DY,https://www.nhs.uk/services/gp-surgery/melbourne-house-surgery/F81122001
The Pickford Surgery,DA7 4RN,https://www.nhs.uk/services/gp-surgery/the-pickford-surgery/G83002001
Dr GUPTA & partner,DA16 3LP,https://www.nhs.uk/services/gp-surgery/dr-gupta-and-partner/G83635001
Spencer St Surgery,CA1 1BP,https://www.nhs.uk/services/gp-surgery/spencer-st-surgery/A82018
Warwick Road Surgery,CA1 1EB,https://www.nhs.uk/services/gp-surgery/warwick-road-surgery/A82015
Warwick Square Group Practice,CA1 1LB,https://www.nhs.uk/services/gp-surgery/warwick-square-group-practice/A82654
Fusehill Medical Practice,CA1 2HE,https://www.nhs.uk/services/gp-surgery/fusehill-medical-practice/A82019
Priory Fields Surgery,PE29 3RL,https://www.nhs.uk/services/gp-surgery/priory-fields-surgery/D81010
Brampton Surgery,PE28 4RU,https://www.nhs.uk/services/gp-surgery/brampton-surgery/D81004001
Moat House Surgery,PE28 2RQ,https://www.nhs.uk/services/gp-surgery/moat-house-surgery/D81060
Moat House Surgery Resource Centre,PE28 2RN,https://www.nhs.uk/services/gp-surgery/moat-house-surgery-resource-centre/D81060001
Wargrave House Surgery,HR1 2JB,https://www.nhs.uk/services/gp-surgery/wargrave-house-surgery/M81066
The Blackmore Vale Partnership,SP7 0PF,https://www.nhs.uk/services/gp-surgery/the-blackmore-vale-partnership/J81620002
"Ryalls Park Medical Centre, Yeovil",BA21 3BA,https://www.nhs.uk/services/gp-surgery/ryalls-park-medical-centre-yeovil/L85048
"Penn Hill Surgery, Yeovil",BA20 1SB,https://www.nhs.uk/services/gp-surgery/penn-hill-surgery-yeovil/L85017
St Martin's Gate Surgery,WR5 1EZ,https://www.nhs.uk/services/gp-surgery/st-martin-s-gate-surgery/M81035
Hillview Medical Centre,B97 4RN,https://www.nhs.uk/services/gp-surgery/hillview-medical-centre/M81041
Carlisle Healthcare,CA1 3UB,https://www.nhs.uk/services/gp-surgery/carlisle-healthcare-south/M8L6R
Carlisle Healthcare South,CA1 3UB,https://www.nhs.uk/services/gp-surgery/carlisle-healthcare-south/M8L6R
Longtown Medical Centre,CA6 5XA,https://www.nhs.uk/services/gp-surgery/longtown-medical-centre/A82646
James Street Group Pract,CA14 2DL,https://www.nhs.uk/services/gp-surgery/james-street-group-pract/A82047
Godmanchester,PE29 2JH,https://www.nhs.uk/services/gp-surgery/godmanchester/D81050001
Wellside Surgery,PE28 5SU,https://www.nhs.uk/services/gp-surgery/wellside-surgery/D81027
Ramsey Health Centre,PE26 1BP,https://www.nhs.uk/services/gp-surgery/ramsey-health-centre/D81059
Cantilupe Surgery,HR1 2JB,https://www.nhs.uk/services/gp-surgery/cantilupe-surgery/M81032
Hereford Medical Group,HR1 1BB,https://www.nhs.uk/services/gp-surgery/hereford-medical-group/M81026
The Hampton Dene Surgery,HR1 1UN,https://www.nhs.uk/services/gp-surgery/the-hampton-dene-surgery/M81032001
Fownhope Medical Centre,HR1 4PZ,https://www.nhs.uk/services/gp-surgery/fownhope-medical-centre/M81604
Weobley & Staunton on Wye Surgeries,HR4 8SN,https://www.nhs.uk/services/gp-surgery/weobley-and-staunton-on-wye-surgeries/M81018
Diamond Health Group,BA20 1UJ,https://www.nhs.uk/services/gp-surgery/diamond-health-group/L85022
"Preston Grove Medical Centre, Yeovil",BA20 2BQ,https://www.nhs.uk/services/gp-surgery/preston-grove-medical-centre-yeovil/L85015
Evercreech Surgery,BA4 6JY,https://www.nhs.uk/services/gp-surgery/evercreech-surgery/L85043001
Abbey Manor Medical Practice,BA21 3TL,https://www.nhs.uk/services/gp-surgery/abbey-manor-medical-practice/L85022001
The Ilchester Surgery,BA22 8LN,https://www.nhs.uk/services/gp-surgery/the-ilchester-surgery/L85066001
New Barn Close Surgery,WR12 7DE,https://www.nhs.uk/services/gp-surgery/new-barn-close-surgery/M81029
The Dow Surgery,B97 4AJ,https://www.nhs.uk/services/gp-surgery/the-dow-surgery/M81020
St Stephen's Medical Partnership,B97 4AL,https://www.nhs.uk/services/gp-surgery/st-stephen-s-medical-partnership/M81001
Elgar House,B97 4AB,https://www.nhs.uk/services/gp-surgery/elgar-house/M81002
Kempsey Surgery,WR5 3JZ,https://www.nhs.uk/services/gp-surgery/kempsey-surgery/M81022001
Greystones Medical Centre,S11 7BJ,https://www.nhs.uk/services/gp-surgery/greystones-medical-centre/C88652
Hollies Medical Centre,S11 9AL,https://www.nhs.uk/services/gp-surgery/hollies-medical-centre/C88052
Sloan Medical Centre,S8 0YH,https://www.nhs.uk/services/gp-surgery/sloan-medical-centre/C88026
Pendeen Surgery,HR9 5AH,https://www.nhs.uk/services/gp-surgery/pendeen-surgery/M81061
Alton Street Surgery,HR9 5AB,https://www.nhs.uk/services/gp-surgery/alton-street-surgery/M81044
The Bodenham Surgery,HR1 3LR,https://www.nhs.uk/services/gp-surgery/the-bodenham-surgery/M81016001
Kington Medical Practice,HR5 3EA,https://www.nhs.uk/services/gp-surgery/kington-medical-practice/M81054
West Coker Surgery,BA22 9AH,https://www.nhs.uk/services/gp-surgery/west-coker-surgery/Y01163
Cerne Abbas Surgery,DT2 7JG,https://www.nhs.uk/services/gp-surgery/cerne-abbas-surgery/J81053
Meadowgreen Health Centre,S8 8DJ,https://www.nhs.uk/services/gp-surgery/meadowgreen-health-centre/C88015
Rustlings Road Medical Centre,S11 7AB,https://www.nhs.uk/services/gp-surgery/rustlings-road-medical-centre/C88062
Birstall Medical Centre,LE4 4EE,https://www.nhs.uk/services/gp-surgery/birstall-medical-centre/C82091
St Clements Partnership,SO23 8AD,https://www.nhs.uk/services/gp-surgery/st-clements-partnership/J82035
St Paul's Surgery,SO22 5DD,https://www.nhs.uk/services/gp-surgery/st-paul-s-surgery/J82050
Spring Gardens Group Medical Practice,WR1 2BS,https://www.nhs.uk/services/gp-surgery/spring-gardens-group-medical-practice/M81008
Hatherleigh Medical Centre,EX20 3HZ,https://www.nhs.uk/services/gp-surgery/hatherleigh-medical-centre/L83069001
Neetside Surgery,EX23 8LA,https://www.nhs.uk/services/gp-surgery/neetside-surgery/Y01127
Nethergreen Surgery,S11 7EJ,https://www.nhs.uk/services/gp-surgery/nethergreen-surgery/C88034
Sharrow Lane Medical Centre,S11 8AN,https://www.nhs.uk/services/gp-surgery/sharrow-lane-medical-centre/C88060
Carrfield Medical Centre,S8 9SG,https://www.nhs.uk/services/gp-surgery/carrfield-medical-centre/C88082
Blackstock Road Surgery,S14 1AB,https://www.nhs.uk/services/gp-surgery/blackstock-road-surgery/C88026001
Meon Medical Centre,CV37 8TA,https://www.nhs.uk/services/gp-surgery/meon-medical-centre/M84066
Park View Surgery,LE11 2AG,https://www.nhs.uk/services/gp-surgery/park-view-surgery/C82035
Pinfold Medical Practice,LE11 1DQ,https://www.nhs.uk/services/gp-surgery/pinfold-medical-practice/C82011
Johnson Medical Practice,LE5 1BL,https://www.nhs.uk/services/gp-surgery/johnson-medical-practice/C82031
Greengate Medical Centre,LE4 3JF,https://www.nhs.uk/services/gp-surgery/greengate-medical-centre/C82003
Hilltop Surgery,LE5 1BJ,https://www.nhs.uk/services/gp-surgery/hilltop-surgery/C82031002
Friarsgate Practice,SO22 6EL,https://www.nhs.uk/services/gp-surgery/friarsgate-practice/J82130
South Wonston Surgery,SO21 3EW,https://www.nhs.uk/services/gp-surgery/south-wonston-surgery/J82106001
Badger Farm Surgery,SO22 4QB,https://www.nhs.uk/services/gp-surgery/badger-farm-surgery/J82130001
Wychbold Surgery,WR9 7PN,https://www.nhs.uk/services/gp-surgery/wychbold-surgery/M81082001
Stoke Prior Surgery,B60 4NA,https://www.nhs.uk/services/gp-surgery/stoke-prior-surgery/M81069001
Old Stable Surgery,EX37 9AX,https://www.nhs.uk/services/gp-surgery/old-stable-surgery/L83026001
Fremington Medical Centre,EX31 2PG,https://www.nhs.uk/services/gp-surgery/fremington-medical-centre/L83057
Winkleigh Surgery,EX19 8JH,https://www.nhs.uk/services/gp-surgery/winkleigh-surgery/L83025001
Caen Medical Centre,EX33 1LR,https://www.nhs.uk/services/gp-surgery/caen-medical-centre/L83097
Brannam Medical Centre,EX32 8GP,https://www.nhs.uk/services/gp-surgery/brannam-medical-centre/L83073
Litchdon Medical Centre,EX32 9LL,https://www.nhs.uk/services/gp-surgery/litchdon-medical-centre/L83035
Northgate Surgery,ST14 7FN,https://www.nhs.uk/services/gp-surgery/northgate-surgery/M83680
Dove River,DE6 5HY,https://www.nhs.uk/services/gp-surgery/dove-river/C81018
Barton,DE13 8LT,https://www.nhs.uk/services/gp-surgery/barton/M83065
Lancaster Medical Practice (Owen Road site),LA1 2LG,https://www.nhs.uk/services/gp-surgery/lancaster-medical-practice-owen-road-site/P81002003
Halton Surgery,LA2 6PU,https://www.nhs.uk/services/gp-surgery/halton-surgery/P81029002
Garstang Medical Practice,PR3 1PB,https://www.nhs.uk/services/gp-surgery/garstang-medical-practice/P81006
Heeley Green Surgery,S2 3AJ,https://www.nhs.uk/services/gp-surgery/heeley-green-surgery/C88073
Bridge Street Medical Practice,LE11 1NQ,https://www.nhs.uk/services/gp-surgery/bridge-street-medical-practice/C82026
Woodbrook Medical Centre,LE11 1NH,https://www.nhs.uk/services/gp-surgery/woodbrook-medical-centre/C82070
St Elizabeth's Medical Centre (Ja Wood),LE5 1DR,https://www.nhs.uk/services/gp-surgery/st-elizabeth-s-medical-centre-ja-wood/C82676
The Welby Practice (Harlaxton),NG32 1HT,https://www.nhs.uk/services/gp-surgery/the-welby-practice-harlaxton/C82076003
Gratton Surgery,SO21 3LE,https://www.nhs.uk/services/gp-surgery/gratton-surgery/J82106
Twyford Surgery,SO21 1QY,https://www.nhs.uk/services/gp-surgery/twyford-surgery/J82116
Alresford Surgery,SO24 9JL,https://www.nhs.uk/services/gp-surgery/alresford-surgery/J82124
Colden Common Surgery,SO21 1SB,https://www.nhs.uk/services/gp-surgery/colden-common-surgery/J82116001
Queen's Medical Centre,EX32 8HY,https://www.nhs.uk/services/gp-surgery/queen-s-medical-centre/L83003
OKEHAMPTON MEDICAL CENTRE,EX20 1AY,https://www.nhs.uk/services/gp-surgery/okehampton-medical-centre/L83087
Alrewas,DE13 7AS,https://www.nhs.uk/services/gp-surgery/alrewas/M83035
Beaconside Health Centre,ST18 0BF,https://www.nhs.uk/services/gp-surgery/beaconside-health-centre/M83052001
Weeping Cross Health Centre,ST17 0EG,https://www.nhs.uk/services/gp-surgery/weeping-cross-health-centre/M83052
Rawnsley Surgery,WS12 1JF,https://www.nhs.uk/services/gp-surgery/rawnsley-surgery/M83719
The Langton Medical Group,WS13 7FA,https://www.nhs.uk/services/gp-surgery/the-langton-medical-group/M83030
West View Surgery,LA2 8JS,https://www.nhs.uk/services/gp-surgery/west-view-surgery/A82030001
Bay Medical Group (Westgate Medical Practice),LA4 4UZ,https://www.nhs.uk/services/gp-surgery/bay-medical-group-westgate-medical-practice/Y01008004
Slaidburn Health Centre,BB7 3EP,https://www.nhs.uk/services/gp-surgery/slaidburn-health-centre/P81620
Bay Medical Practice (York Bridge Surgery),LA4 5TE,https://www.nhs.uk/services/gp-surgery/bay-medical-practice-york-bridge-surgery/Y01008003
Urgent Treatment Centre,LA4 5LY,https://www.nhs.uk/services/gp-surgery/urgent-treatment-centre/Y03600
Portesham Surgery,DT3 4NS,https://www.nhs.uk/services/gp-surgery/portesham-surgery/O8L9N
Prince of Wales Surgery,DT1 2FD,https://www.nhs.uk/services/gp-surgery/the-prince-of-wales-surgery/J81637
Littlemoor Surgery,DT3 6SA,https://www.nhs.uk/services/gp-surgery/littlemoor-surgery/J81073001
Manor View Practice at Callowland,WD24 5DG,https://www.nhs.uk/services/gp-surgery/manor-view-practice-at-callowland/E82073001
Attenborough Surgery-Tudor,WD24 7PH,https://www.nhs.uk/services/gp-surgery/attenborough-surgery-tudor/K5G6N
Bennetts End Surgery,HP3 9LY,https://www.nhs.uk/services/gp-surgery/bennetts-end-surgery/E82032
Lucie Wedgwood Health Ctr,ST6 2AB,https://www.nhs.uk/services/gp-surgery/lucie-wedgwood-health-ctr/M83682
Adderley Green Surgery Branch,ST3 5DQ,https://www.nhs.uk/services/gp-surgery/adderley-green-surgery-branch/M83661001
The Fryern Surgery,SO53 2LH,https://www.nhs.uk/services/gp-surgery/the-fryern-surgery/J82019
Gilchrist & Partners (Branch),DE13 9NA,https://www.nhs.uk/services/gp-surgery/gilchrist-and-partners-branch/C81018001
Tutbury Health Centre,DE13 9NA,https://www.nhs.uk/services/gp-surgery/tutbury-health-centre/M83037
Bay Medical Group (Morecambe Health Centre),LA4 5LY,https://www.nhs.uk/services/gp-surgery/bay-medical-group-morecambe-health-centre/Y01008005
Brookfield Surgery,LA5 8DH,https://www.nhs.uk/services/gp-surgery/brookfield-surgery/P81029003
The Lanehouse Surgery,DT4 0HB,https://www.nhs.uk/services/gp-surgery/the-lanehouse-surgery/J81051001
The Dorchester Rd Surgery,DT4 7LE,https://www.nhs.uk/services/gp-surgery/the-dorchester-rd-surgery/J81613
The Prince Of Wales Surgery,DT1 2FD,https://www.nhs.uk/services/gp-surgery/the-prince-of-wales-surgery/J81637
Poundbury Doctors Surgery,DT1 2FD,https://www.nhs.uk/services/gp-surgery/poundbury-doctors-surgery/J81082
Urgent Care Centre,DT4 7TB,https://www.nhs.uk/services/gp-surgery/urgent-care-centre/J81073003
Park Street Surgery,AL2 2SN,https://www.nhs.uk/services/gp-surgery/park-street-surgery/E82085002
Lincoln House Surgery,HP3 9SQ,https://www.nhs.uk/services/gp-surgery/lincoln-house-surgery/E82009
The Elms Surgery,WD17 4NT,https://www.nhs.uk/services/gp-surgery/the-elms-surgery/E82069
Midway Surgery,AL2 3JX,https://www.nhs.uk/services/gp-surgery/midway-surgery/E82055
SUTHERGREY HOUSE MEDICAL CENTRE,WD17 1LS,https://www.nhs.uk/services/gp-surgery/suthergrey-house-medical-centre/E82015
Glebedale Medical Practice,ST4 3AQ,https://www.nhs.uk/services/gp-surgery/glebedale-medical-practice/M83028
Dr SB Kulkarni,ST4 7JB,https://www.nhs.uk/services/gp-surgery/dr-sb-kulkarni/M83619001
Honeywall Medical Practice,ST4 7JB,https://www.nhs.uk/services/gp-surgery/honeywall-medical-practice/M83619
Longton Health Centre,ST3 1EQ,https://www.nhs.uk/services/gp-surgery/longton-health-centre/E5Z9J
Adderley Green Surgery,ST3 1EQ,https://www.nhs.uk/services/gp-surgery/adderley-green-surgery/M83661
Rainbow Medical Centre,WA9 3PN,https://www.nhs.uk/services/gp-surgery/rainbow-medical-centre/N83001
Turner Road Surgery,CO4 5JR,https://www.nhs.uk/services/gp-surgery/turner-road-surgery/Y02646
Highwoods Surgery,CO4 9SR,https://www.nhs.uk/services/gp-surgery/highwoods-surgery/F81679
Brown Clee Medical Practice,DY14 8TZ,https://www.nhs.uk/services/gp-surgery/brown-clee-medical-practice/M82024001
The Bridges Medical Ctr.,DT4 7DW,https://www.nhs.uk/services/gp-surgery/the-bridges-medical-ctr/J81073
Royal Crescent Surgery,DT4 7BY,https://www.nhs.uk/services/gp-surgery/royal-crescent-surgery/J81027
Watford Health Centre,WD18 0JP,https://www.nhs.uk/services/gp-surgery/watford-health-centre/E82045
Everest House Surgery,HP2 4HY,https://www.nhs.uk/services/gp-surgery/everest-house-surgery/E82051
Middleport Medical Centre,ST6 3PN,https://www.nhs.uk/services/gp-surgery/middleport-medical-centre/Y02867
Merton Surgery,ST3 1LG,https://www.nhs.uk/services/gp-surgery/merton-surgery/M83028001
Dr M Guindy & Ptrs (Endon Branch Surgery),ST9 9DN,https://www.nhs.uk/services/gp-surgery/dr-m-guindy-and-ptrs-endon-branch-surgery/M83038001
Four Acre Health Centre,WA9 4QB,https://www.nhs.uk/services/gp-surgery/four-acre-health-centre/N83021
Patterdale Lodge,WA5 4HH,https://www.nhs.uk/services/gp-surgery/patterdale-lodge/N83002001
Burtonwood Village Surgery,WA5 4PU,https://www.nhs.uk/services/gp-surgery/burtonwood-village-surgery/N83005001
Berrymead Family Med.Ctr.,WA9 3RP,https://www.nhs.uk/services/gp-surgery/berrymead-family-med-ctr/N83008
Marshalls Cross Medical Centre,WA9 3DA,https://www.nhs.uk/services/gp-surgery/marshalls-cross-medical-centre/Y02510
Mill Road Surgery,CO4 5LE,https://www.nhs.uk/services/gp-surgery/mill-road-surgery/F81636
Bluebell Surgery,CO4 9YN,https://www.nhs.uk/services/gp-surgery/bluebell-surgery/F81746
West Bergholt Surgery,CO6 3LH,https://www.nhs.uk/services/gp-surgery/west-bergholt-surgery/F81115002
The Tollesbury Practice,CM9 8RG,https://www.nhs.uk/services/gp-surgery/the-tollesbury-practice/F81076
Great Bentley Surgery,CO7 8PJ,https://www.nhs.uk/services/gp-surgery/great-bentley-surgery/F81021
Clee Hill - Tenbury Surgery,SY8 3NE,https://www.nhs.uk/services/gp-surgery/clee-hill-tenbury-surgery/M81042001
Moss Grove Surgery Kinver,DY7 6HL,https://www.nhs.uk/services/gp-surgery/moss-grove-surgery-kinver/M87003001
Bridge View Medical,BS3 1AS,https://www.nhs.uk/services/gp-surgery/bridge-view-medical/L81007
Shirehampton Group Practice Branch Surgery,BS11 0RE,https://www.nhs.uk/services/gp-surgery/shirehampton-group-practice-branch-surgery/L81008001
Westbury on Trym Primary Care Centre,BS9 3AA,https://www.nhs.uk/services/gp-surgery/westbury-on-trym-primary-care-centre/L81017
