gp,nhs_url,postcode,state,url
Brereton Surgery,https://www.nhs.uk/services/gp-surgery/brereton-surgery/M83703,WS15 1DU,1,https://www.breretonsurgery.nhs.uk
Hazeldene House Surgery,https://www.nhs.uk/services/gp-surgery/hazeldene-house-surgery/M83022,ST18 0SU,1,http://www.hazeldenehousesurgery.org.uk/
Black Torrington Surgery,https://www.nhs.uk/services/gp-surgery/black-torrington-surgery/L83663,EX21 5QE,1,http://www.blakehousesurgery.co.uk/
Castle Gardens Surgery,https://www.nhs.uk/services/gp-surgery/castle-gardens-surgery/L83105,EX38 8EU,1,http://www.castlegardenssurgery.co.uk/
TORRINGTON HEALTH CENTRE,https://www.nhs.uk/services/gp-surgery/torrington-health-centre/L83026,EX38 8EL,1,http://www.torringtonhc.co.uk
Bideford Medical Centre,https://www.nhs.uk/services/gp-surgery/bideford-medical-centre/L83083,EX39 3AF,0,
Wooda Surgery,https://www.nhs.uk/services/gp-surgery/wooda-surgery/L83106,EX39 4AU,0,
Hanley Health & Well Being Centre,https://www.nhs.uk/services/gp-surgery/hanley-health-and-well-being-centre/Y02868,ST1 1LW,0,
Smallthorne Health Centre,https://www.nhs.uk/services/gp-surgery/smallthorne-health-centre/M83094001,ST6 1SA,0,
Vine House Health Centre,https://www.nhs.uk/services/gp-surgery/vine-house-health-centre/E82046,WD5 0AL,1,http://www.vinehouse.org
Abbotswood Medical Centre,https://www.nhs.uk/services/gp-surgery/abbotswood-medical-centre/E82105,WD5 0BT,1,http://www.abbotswoodmc.co.uk
Sheepcot Medical Centre,https://www.nhs.uk/services/gp-surgery/sheepcot-medical-centre/E82096,WD25 7NL,1,https://www.sheepcotmedicalcentre.co.uk
Balance Street,https://www.nhs.uk/services/gp-surgery/balance-street/M83074,ST14 8JG,1,http://www.balancestreetpractice.co.uk
"Horse Fair Practice Group, Armitage Surgery",https://www.nhs.uk/services/gp-surgery/horse-fair-practice-group-armitage-surgery/M83001001,WS15 4UZ,1,https://www.horsefairpractice.nhs.uk
Stratton Medical Centre,https://www.nhs.uk/services/gp-surgery/stratton-medical-centre/L82008,EX23 9BP,1,http://www.rubycountrymedicalgroup.co.uk
Northam Surgery,https://www.nhs.uk/services/gp-surgery/northam-surgery/L83050,EX39 1AZ,1,https://www.northamsurgery.nhs.uk
Hartland Surgery,https://www.nhs.uk/services/gp-surgery/hartland-surgery/L83129,EX39 6BL,-1,http://www.hartlandsurgery.co.uk
Werrington Village Surgery,https://www.nhs.uk/services/gp-surgery/werrington-village-surgery/M83011,ST9 0JS,1,https://www.werringtonsurgery.nhs.uk/
Baddeley Green Surgery,https://www.nhs.uk/services/gp-surgery/baddeley-green-surgery/M83709,ST9 9PB,0,
COBRIDGE SURGERY,https://www.nhs.uk/services/gp-surgery/cobridge-surgery/M83127,ST6 2JN,0,
Apsley Surgery,https://www.nhs.uk/services/gp-surgery/apsley-surgery/M83627,ST6 2JN,1,http://www.apsleyhousesurgery.co.uk/
Norfolk Street Surgery,https://www.nhs.uk/services/gp-surgery/norfolk-street-surgery/M83075,ST1 4PB,1,http://www.norfolkstreetsurgery.co.uk/
North Approach Surgery,https://www.nhs.uk/services/gp-surgery/north-approach-surgery/E82013001,WD25 0EL,1,http://www.bridgewatersurgeries.nhs.uk/
Kings Langley Surgery,https://www.nhs.uk/services/gp-surgery/kings-langley-surgery/E82129,WD4 8ET,1,http://www.klbsurgeries.co.uk
Haverfield Surgery,https://www.nhs.uk/services/gp-surgery/haverfield-surgery/E82066,WD4 9HA,0,
Garston Medical Centre,https://www.nhs.uk/services/gp-surgery/garston-medical-centre/E82017,WD25 9GP,1,https://www.garstonmedicalcentre.co.uk/
Bridgewater Surgeries - Garston Clinic,https://www.nhs.uk/services/gp-surgery/bridgewater-surgeries-garston-clinic/Q6K8K,WD24 7RZ,0,
Corbett Medical Practice,https://www.nhs.uk/services/gp-surgery/corbett-medical-practice/M81091,WR9 7BE,1,https://www.corbettmedicalpractice.org.uk
Pembroke Road Surgery,https://www.nhs.uk/services/gp-surgery/pembroke-road-surgery/L81081,BS8 3EU,1,https://www.pembrokeroadsurgery.co.uk
Sea Mills Surgery,https://www.nhs.uk/services/gp-surgery/sea-mills-surgery/L81077,BS9 2HL,1,http://www.seamillssurgery.nhs.uk/
East Hill Surgery,https://www.nhs.uk/services/gp-surgery/east-hill-surgery/F81091,CO1 2RW,1,http://www.easthillsurgery.co.uk/
Colchester Medical Practice,https://www.nhs.uk/services/gp-surgery/colchester-medical-practice/F81042,CO1 2QS,1,http://www.colchestermedicalpractice.co.uk
Brook Medical Centre,https://www.nhs.uk/services/gp-surgery/brook-medical-centre/M83094,ST6 7NN,1,https://www.brookmedicalcentre.nhs.uk/
Student Health Services,https://www.nhs.uk/services/gp-surgery/student-health-services/M83076001,ST4 2YJ,1,http://www.harleystreetmedicalpractice.org.uk/
Orchard Surgery,https://www.nhs.uk/services/gp-surgery/orchard-surgery/M83038,ST6 8HY,1,http://www.orchardsurgery.co.uk
Meridan Surgery,https://www.nhs.uk/services/gp-surgery/meridan-surgery/E82013002,WD25 9UB,0,
Bricket Wood Surgery,https://www.nhs.uk/services/gp-surgery/bricket-wood-surgery/E82113001,AL2 3NF,1,http://www.verulammedicalgroup.co.uk
Whiteladies Medical Group,https://www.nhs.uk/services/gp-surgery/whiteladies-medical-group/L81091,BS8 2PU,1,http://www.whiteladiesmedical.nhs.uk
Heywood Family Practice,https://www.nhs.uk/services/gp-surgery/heywood-family-practice/L81085,BS20 0DL,1,http://www.heywoodfamilypractice.nhs.uk/
Shirehampton Group Practice,https://www.nhs.uk/services/gp-surgery/shirehampton-group-practice/L81008,BS11 9SB,1,https://www.shirehamptongrouppractice.co.uk
Long Ashton Surgery,https://www.nhs.uk/services/gp-surgery/long-ashton-surgery/L81034004,BS41 9DY,1,http://www.tyntesfield.nhs.uk
Student Health Service,https://www.nhs.uk/services/gp-surgery/student-health-service/L81133,BS6 6AU,1,http://www.bris.ac.uk/depts/studenthealthservice/
Coach Road Surgery,https://www.nhs.uk/services/gp-surgery/coach-road-surgery/F81116001,CO7 8EA,0,
Hawthorn Surgery,https://www.nhs.uk/services/gp-surgery/hawthorn-surgery/F81095003,CO4 3GW,0,
Parsons Health Medical Practice,https://www.nhs.uk/services/gp-surgery/parsons-health-medical-practice/F81042003,CO4 3HS,1,http://www.parsonsheath.co.uk
Winstree Medical Practice,https://www.nhs.uk/services/gp-surgery/winstree-medical-practice/F81069,CO3 0PZ,1,https://www.winstreemedicalpractice.co.uk
Elmstead Surgery,https://www.nhs.uk/services/gp-surgery/elmstead-surgery/F81095002,CO7 7AG,0,
Pritchard Street Branch Surgery,https://www.nhs.uk/services/gp-surgery/pritchard-street-branch-surgery/P81160002,BB2 3PF,1,http://www.oswaldmedicalcentre.co.uk/
Roman Road Health Centre,https://www.nhs.uk/services/gp-surgery/roman-road-health-centre/P81709,BB2 3UY,1,http://www.romanroadhealthcentre.co.uk
Whittle Surgery,https://www.nhs.uk/services/gp-surgery/whittle-surgery/P81143,PR6 7PY,1,http://www.whittlesurgery.co.uk/index.aspx
Nunwell Surgery,https://www.nhs.uk/services/gp-surgery/nunwell-surgery/M81048,HR7 4BZ,1,https://nunwellsurgery.co.uk/index.aspx
Severn Valley Medical Practice,https://www.nhs.uk/services/gp-surgery/severn-valley-medical-practice/M81006,WR2 5HL,1,https://www.severnvalleymedicalpractice.co.uk
Farrier House Surgery,https://www.nhs.uk/services/gp-surgery/farrier-house-surgery/Y04968,WR1 3BH,1,https://www.farrierhousesurgery.co.uk
The Ross Practice,https://www.nhs.uk/services/gp-surgery/the-ross-practice/F81106,CM18 6LY,1,https://www.therosspractice.co.uk/
The Hamilton Practice,https://www.nhs.uk/services/gp-surgery/the-hamilton-practice/F81047,CM18 6LY,1,http://www.hamiltonpractice.nhs.uk
The Writtle Surgery,https://www.nhs.uk/services/gp-surgery/the-writtle-surgery/F81098,CM1 3EH,-1,http://www.writtle.gpsurgery.net/
at Medics,https://www.nhs.uk/services/gp-surgery/at-medics/Y02974,SE28 0NY,1,https://www.thamesmeadhealthcentre.co.uk
Plumstead H/C PMS,https://www.nhs.uk/services/gp-surgery/plumstead-h-c-pms/G83019,SE18 1BB,1,http://www.plumsteadhealthcentre.org.uk
Conway PMS,https://www.nhs.uk/services/gp-surgery/conway-pms/G83633,SE18 1AH,1,http://www.conwaypms.nhs.uk
The Family Practice,https://www.nhs.uk/services/gp-surgery/the-family-practice/L81090,BS6 6DF,1,https://www.thefamilypracticewesterncollege.nhs.uk/
Fallodon Way Medical Centre,https://www.nhs.uk/services/gp-surgery/fallodon-way-medical-centre/L81131,BS9 4HT,1,http://fwmc.org.uk/
Gaywood House Surgery,https://www.nhs.uk/services/gp-surgery/gaywood-house-surgery/L81007002,BS3 3AZ,1,http://www.bridgeviewmedical.nhs.uk
Colne Medical Centre,https://www.nhs.uk/services/gp-surgery/colne-medical-centre/F81116,CO7 0DT,1,http://www.colnemedicalcentre.nhs.uk
Ambrose Ave Group Practice Branch Surgery,https://www.nhs.uk/services/gp-surgery/ambrose-ave-group-practice-branch-surgery/F81067002,CO3 8NZ,1,http://www.ambroseavenue.com/
Tollgate Health Centre,https://www.nhs.uk/services/gp-surgery/tollgate-health-centre/F81716,CO3 8NZ,1,https://tollgatepractice.co.uk
Clayton Brook Surgery,https://www.nhs.uk/services/gp-surgery/clayton-brook-surgery/P81180,PR5 8ES,1,https://www.claytonbrooksurgery.com
Limefield Surgery,https://www.nhs.uk/services/gp-surgery/limefield-surgery/P81214,BB2 6PL,1,http://www.limefieldsurgery.co.uk
Dr Dawoud's Surgery,https://www.nhs.uk/services/gp-surgery/dr-dawoud-s-surgery/P81701,PR6 7EH,1,http://www.drdawoudssurgery.co.uk
St Georges Surgery,https://www.nhs.uk/services/gp-surgery/st-georges-surgery/P81058,BB2 3HS,1,http://www.stgeorgessurgery.co.uk/
Eaves Lane Surgery,,PR6 0DR,,
Severn Centre GP Services.,https://www.nhs.uk/services/gp-surgery/severn-centre-gp-services/J4M0B,WV16 6JG,0,
Alveley Medical Practice,https://www.nhs.uk/services/gp-surgery/alveley-medical-practice/M82601,WV15 6NG,1,http://www.alveleymedicalpractice.co.uk
Highley Medical Centre,https://www.nhs.uk/services/gp-surgery/highley-medical-centre/M82031,WV16 6HG,1,https://www.bridgnorthmedicalpractice.co.uk
John Tasker House Surgery,https://www.nhs.uk/services/gp-surgery/john-tasker-house-surgery/F81118,CM6 1BH,1,http://www.jth.org.uk
Deal Tree Health Centre,https://www.nhs.uk/services/gp-surgery/deal-tree-health-centre/F81215,CM15 0HU,1,https://www.dealtreehealthcentre.co.uk
Helix Medical Centre,https://www.nhs.uk/services/gp-surgery/helix-medical-centre/E82654,CM23 5JH,1,https://www.helixmedicalcentre.co.uk
"Haymeads Lane Medical Centre, Bishops Stortford",https://www.nhs.uk/services/gp-surgery/haymeads-lane-medical-centre-bishops-stortford/E82067002,CM23 5JH,1,http://www.churchstsurgery.co.uk/
South Street Branch Surgery,https://www.nhs.uk/services/gp-surgery/south-street-branch-surgery/A6Z5U,CM23 5JH,0,
Heronsgate Medical Centre,https://www.nhs.uk/services/gp-surgery/heronsgate-medical-centre/G83012001,SE28 0ER,1,http://thamesmeadmedical.org
Dr Davies & Partner,https://www.nhs.uk/services/gp-surgery/dr-davies-and-partner/G83033,DA7 5HL,1,http://www.drthavapalanandpartners.nhs.uk/
Waverley PMS,https://www.nhs.uk/services/gp-surgery/waverley-pms/G83635,SE18 7QU,1,https://www.waverleypractice.co.uk
Glyndon PMS,https://www.nhs.uk/services/gp-surgery/glyndon-pms/G83060,SE18 7LU,1,https://www.glyndonpms.co.uk
The Trinity Medical Centre,https://www.nhs.uk/services/gp-surgery/the-trinity-medical-centre/V8R9W,SE18 2AE,0,
North Carlisle Medical Practice,https://www.nhs.uk/services/gp-surgery/north-carlisle-medical-practice/A82016004,CA3 9JZ,0,
Blackwell Road Branch Surgery,https://www.nhs.uk/services/gp-surgery/blackwell-road-branch-surgery/A82018001,CA2 4EQ,1,https://www.spencerstreetsurgery.co.uk
Alconbury Surgery,https://www.nhs.uk/services/gp-surgery/alconbury-surgery/D81004,PE28 4EQ,1,http://www.alconburybramptonsurgery.co.uk/
Acorn Surgery,https://www.nhs.uk/services/gp-surgery/acorn-surgery/D81633,PE29 7HN,1,https://www.acornsurgery.com
The Hicks Group Practice,https://www.nhs.uk/services/gp-surgery/the-hicks-group-practice/D81050,PE29 3EZ,1,http://www.charleshicksmedicalcentre.nhs.uk/
Oakenhurst Medical Practice,https://www.nhs.uk/services/gp-surgery/oakenhurst-medical-practice/P81125,BB2 1AX,0,
Dr T L Phillips at Barbara Castle Health Centre,https://www.nhs.uk/services/gp-surgery/dr-t-l-phillips-at-barbara-castle-health-centre/P81155001,BB2 1AX,0,
Angel Lane Surgery,https://www.nhs.uk/services/gp-surgery/angel-lane-surgery/F81090,CM6 1AQ,1,http://www.angellanesurgery.co.uk/
Melbourne House Surgery,https://www.nhs.uk/services/gp-surgery/melbourne-house-surgery/F81122001,CM1 2DY,1,https://www.chelmermedpartnership.co.uk
The Pickford Surgery,https://www.nhs.uk/services/gp-surgery/the-pickford-surgery/G83002001,DA7 4RN,1,http://westwoodsurgery.nhs.uk
Dr GUPTA & partner,https://www.nhs.uk/services/gp-surgery/dr-gupta-and-partner/G83635001,DA16 3LP,1,http://www.waverleypractice.co.uk/
Spencer St Surgery,https://www.nhs.uk/services/gp-surgery/spencer-st-surgery/A82018,CA1 1BP,1,http://www.spencerstreetsurgery.co.uk
Warwick Road Surgery,https://www.nhs.uk/services/gp-surgery/warwick-road-surgery/A82015,CA1 1EB,1,http://www.ssphealth.com
Warwick Square Group Practice,https://www.nhs.uk/services/gp-surgery/warwick-square-group-practice/A82654,CA1 1LB,1,http://www.warwicksquaregrouppractice.co.uk
Fusehill Medical Practice,https://www.nhs.uk/services/gp-surgery/fusehill-medical-practice/A82019,CA1 2HE,1,http://www.ssphealth.com
Priory Fields Surgery,https://www.nhs.uk/services/gp-surgery/priory-fields-surgery/D81010,PE29 3RL,1,https://www.prioryfieldssurgery.nhs.uk
Brampton Surgery,https://www.nhs.uk/services/gp-surgery/brampton-surgery/D81004001,PE28 4RU,1,http://www.alconburybramptonsurgery.co.uk/
Moat House Surgery,https://www.nhs.uk/services/gp-surgery/moat-house-surgery/D81060,PE28 2RQ,1,https://moathousesurgery.co.uk
Moat House Surgery Resource Centre,https://www.nhs.uk/services/gp-surgery/moat-house-surgery-resource-centre/D81060001,PE28 2RN,0,
Wargrave House Surgery,https://www.nhs.uk/services/gp-surgery/wargrave-house-surgery/M81066,HR1 2JB,1,http://www.wargravehousesurgery.co.uk
The Blackmore Vale Partnership,,SP7 0PF,,
"Ryalls Park Medical Centre, Yeovil",https://www.nhs.uk/services/gp-surgery/ryalls-park-medical-centre-yeovil/L85048,BA21 3BA,1,https://www.ryallsparkmc.nhs.uk/
"Penn Hill Surgery, Yeovil",https://www.nhs.uk/services/gp-surgery/penn-hill-surgery-yeovil/L85017,BA20 1SB,1,https://www.pennhillsurgery.nhs.uk/
St Martin's Gate Surgery,https://www.nhs.uk/services/gp-surgery/st-martin-s-gate-surgery/M81035,WR5 1EZ,1,http://www.stmartinsgatesurgery.co.uk
Hillview Medical Centre,https://www.nhs.uk/services/gp-surgery/hillview-medical-centre/M81041,B97 4RN,1,https://www.hillviewmedcentre.co.uk/
Carlisle Healthcare,,CA1 3UB,,
Carlisle Healthcare South,https://www.nhs.uk/services/gp-surgery/carlisle-healthcare-south/M8L6R,CA1 3UB,0,
Longtown Medical Centre,https://www.nhs.uk/services/gp-surgery/longtown-medical-centre/A82646,CA6 5XA,0,
James Street Group Pract,https://www.nhs.uk/services/gp-surgery/james-street-group-pract/A82047,CA14 2DL,0,
Godmanchester,https://www.nhs.uk/services/gp-surgery/godmanchester/D81050001,PE29 2JH,1,http://www.romangatesurgery.nhs.uk
Wellside Surgery,https://www.nhs.uk/services/gp-surgery/wellside-surgery/D81027,PE28 5SU,1,https://www.wellside.org.uk
Ramsey Health Centre,https://www.nhs.uk/services/gp-surgery/ramsey-health-centre/D81059,PE26 1BP,1,http://www.ramseyhealthcentre.co.uk
Cantilupe Surgery,https://www.nhs.uk/services/gp-surgery/cantilupe-surgery/M81032,HR1 2JB,1,https://www.cantilupe.com/
The Hampton Dene Surgery,https://www.nhs.uk/services/gp-surgery/the-hampton-dene-surgery/M81032001,HR1 1UN,1,http://www.cantilupe.com
Hereford Medical Group,https://www.nhs.uk/services/gp-surgery/hereford-medical-group/M81026,HR1 1BB,1,https://www.herefordmedicalgroup.co.uk/
Fownhope Medical Centre,https://www.nhs.uk/services/gp-surgery/fownhope-medical-centre/M81604,HR1 4PZ,-1,http://www.fownhopesurgery.co.uk/index.php?pid=0
Weobley & Staunton on Wye Surgeries,https://www.nhs.uk/services/gp-surgery/weobley-and-staunton-on-wye-surgeries/M81018,HR4 8SN,1,http://www.weobleyandstauntonsurgeries.nhs.uk
Diamond Health Group,https://www.nhs.uk/services/gp-surgery/diamond-health-group/L85022,BA20 1UJ,-1,https://diamondhealthgroup.nhs.uk
"Preston Grove Medical Centre, Yeovil",https://www.nhs.uk/services/gp-surgery/preston-grove-medical-centre-yeovil/L85015,BA20 2BQ,1,http://www.prestongrovemedicalcentre.co.uk
Evercreech Surgery,https://www.nhs.uk/services/gp-surgery/evercreech-surgery/L85043001,BA4 6JY,0,
Abbey Manor Medical Practice,https://www.nhs.uk/services/gp-surgery/abbey-manor-medical-practice/L85022001,BA21 3TL,0,
The Ilchester Surgery,https://www.nhs.uk/services/gp-surgery/the-ilchester-surgery/L85066001,BA22 8LN,1,http://www.ilchestersurgery.co.uk/
New Barn Close Surgery,https://www.nhs.uk/services/gp-surgery/new-barn-close-surgery/M81029,WR12 7DE,0,
The Dow Surgery,https://www.nhs.uk/services/gp-surgery/the-dow-surgery/M81020,B97 4AJ,1,http://www.dowsurgery.co.uk
St Stephen's Medical Partnership,https://www.nhs.uk/services/gp-surgery/st-stephen-s-medical-partnership/M81001,B97 4AL,1,https://www.ststephenssurgery.co.uk
Elgar House,https://www.nhs.uk/services/gp-surgery/elgar-house/M81002,B97 4AB,1,http://www.elgarhousesurgery.co.uk
Kempsey Surgery,https://www.nhs.uk/services/gp-surgery/kempsey-surgery/M81022001,WR5 3JZ,0,
Greystones Medical Centre,https://www.nhs.uk/services/gp-surgery/greystones-medical-centre/C88652,S11 7BJ,1,https://www.greystonesmedicalcentre.co.uk
Hollies Medical Centre,https://www.nhs.uk/services/gp-surgery/hollies-medical-centre/C88052,S11 9AL,1,https://www.theholliesmc.co.uk
Sloan Medical Centre,https://www.nhs.uk/services/gp-surgery/sloan-medical-centre/C88026,S8 0YH,1,http://www.sloanmedicalcentre.co.uk
Pendeen Surgery,https://www.nhs.uk/services/gp-surgery/pendeen-surgery/M81061,HR9 5AH,1,http://www.pendeensurgery.nhs.uk/
Alton Street Surgery,https://www.nhs.uk/services/gp-surgery/alton-street-surgery/M81044,HR9 5AB,1,http://www.altonstreet.nhs.uk
The Bodenham Surgery,https://www.nhs.uk/services/gp-surgery/the-bodenham-surgery/M81016001,HR1 3LR,1,https://www.marchessurgery.co.uk
Kington Medical Practice,https://www.nhs.uk/services/gp-surgery/kington-medical-practice/M81054,HR5 3EA,1,http://www.kingtonmedicalpractice.co.uk/
West Coker Surgery,https://www.nhs.uk/services/gp-surgery/west-coker-surgery/Y01163,BA22 9AH,0,
Cerne Abbas Surgery,https://www.nhs.uk/services/gp-surgery/cerne-abbas-surgery/J81053,DT2 7JG,1,https://www.cerneabbassurgery.co.uk/
Meadowgreen Health Centre,https://www.nhs.uk/services/gp-surgery/meadowgreen-health-centre/C88015,S8 8DJ,1,http://www.meadowgreenhealthcentre.co.uk
Rustlings Road Medical Centre,https://www.nhs.uk/services/gp-surgery/rustlings-road-medical-centre/C88062,S11 7AB,1,http://www.rustlingssurgery.org.uk
Birstall Medical Centre,https://www.nhs.uk/services/gp-surgery/birstall-medical-centre/C82091,LE4 4EE,1,http://www.birstallmedicalcentre.com
St Clements Partnership,https://www.nhs.uk/services/gp-surgery/st-clements-partnership/J82035,SO23 8AD,1,http://www.stclementspractice.co.uk
St Paul's Surgery,https://www.nhs.uk/services/gp-surgery/st-paul-s-surgery/J82050,SO22 5DD,1,http://www.stpaulssurgery-winchester.nhs.uk
Spring Gardens Group Medical Practice,https://www.nhs.uk/services/gp-surgery/spring-gardens-group-medical-practice/M81008,WR1 2BS,1,http://www.springgardensmedicalpractice.co.uk
Hatherleigh Medical Centre,https://www.nhs.uk/services/gp-surgery/hatherleigh-medical-centre/L83069001,EX20 3HZ,1,https://www.rubycountrymedicalgroup.co.uk/
