gp,nhs_url
Alton Street Surgery,https://www.nhs.uk/services/gp-surgery/alton-street-surgery/M81044
New Barn Close Surgery,https://www.nhs.uk/services/gp-surgery/new-barn-close-surgery/M81029
The Dow Surgery,https://www.nhs.uk/services/gp-surgery/the-dow-surgery/M81020
St Stephen's Medical Partnership,https://www.nhs.uk/services/gp-surgery/st-stephen-s-medical-partnership/M81001
Elgar House,https://www.nhs.uk/services/gp-surgery/elgar-house/M81002
Nunwell Surgery,https://www.nhs.uk/services/gp-surgery/nunwell-surgery/M81048
Greystones Medical Centre,https://www.nhs.uk/services/gp-surgery/greystones-medical-centre/C88652
Hollies Medical Centre,https://www.nhs.uk/services/gp-surgery/hollies-medical-centre/N83605
Sloan Medical Centre,https://www.nhs.uk/services/gp-surgery/sloan-medical-centre/C88026
Wellside Surgery,https://www.nhs.uk/services/gp-surgery/wellside-surgery/D81027
Ramsey Health Centre,https://www.nhs.uk/services/gp-surgery/ramsey-health-centre/D81059
The Bodenham Surgery,https://www.nhs.uk/services/gp-surgery/the-bodenham-surgery/M81016001
Kington Medical Practice,https://www.nhs.uk/services/gp-surgery/kington-medical-practice/M81054
Kempsey Surgery,https://www.nhs.uk/services/gp-surgery/kempsey-surgery/M81022001
Severn Valley Medical Practice,https://www.nhs.uk/services/gp-surgery/severn-valley-medical-practice/M81006
Farrier House Surgery,https://www.nhs.uk/services/gp-surgery/farrier-house-surgery/Y04968
Severn Centre GP Services.,https://www.nhs.uk/services/gp-surgery/severn-centre-gp-services/J4M0B
Meadowgreen Health Centre,https://www.nhs.uk/services/gp-surgery/meadowgreen-health-centre/C88015
Rustlings Road Medical Centre,https://www.nhs.uk/services/gp-surgery/rustlings-road-medical-centre/C88062
Nethergreen Surgery,https://www.nhs.uk/services/gp-surgery/nethergreen-surgery/C88034
Sharrow Lane Medical Centre,https://www.nhs.uk/services/gp-surgery/sharrow-lane-medical-centre/C88060
Carrfield Medical Centre,https://www.nhs.uk/services/gp-surgery/carrfield-medical-centre/C88082
Blackstock Road Surgery,https://www.nhs.uk/services/gp-surgery/blackstock-road-surgery/C88026001
"Ryalls Park Medical Centre, Yeovil",https://www.nhs.uk/services/gp-surgery/ryalls-park-medical-centre-yeovil/L85048
"Penn Hill Surgery, Yeovil",https://www.nhs.uk/services/gp-surgery/penn-hill-surgery-yeovil/L85017
Hatherleigh Medical Centre,https://www.nhs.uk/services/gp-surgery/hatherleigh-medical-centre/L83069001
Neetside Surgery,https://www.nhs.uk/services/gp-surgery/neetside-surgery/Y01127
Old Stable Surgery,https://www.nhs.uk/services/gp-surgery/old-stable-surgery/L83026001
Alveley Medical Practice,https://www.nhs.uk/services/gp-surgery/alveley-medical-practice/M82601
Highley Medical Centre,https://www.nhs.uk/services/gp-surgery/highley-medical-centre/M82031
Heeley Green Surgery,https://www.nhs.uk/services/gp-surgery/heeley-green-surgery/C88073
Diamond Health Group,https://www.nhs.uk/services/gp-surgery/diamond-health-group/X41823
"Preston Grove Medical Centre, Yeovil",https://www.nhs.uk/services/gp-surgery/preston-grove-medical-centre-yeovil/L85015
Evercreech Surgery,https://www.nhs.uk/services/gp-surgery/evercreech-surgery/L85043001
Abbey Manor Medical Practice,https://www.nhs.uk/services/gp-surgery/abbey-manor-medical-practice/L85022001
The Ilchester Surgery,https://www.nhs.uk/services/gp-surgery/the-ilchester-surgery/L85066001
West Coker Surgery,https://www.nhs.uk/services/gp-surgery/west-coker-surgery/Y01163
Fremington Medical Centre,https://www.nhs.uk/services/gp-surgery/fremington-medical-centre/L83057
Winkleigh Surgery,https://www.nhs.uk/services/gp-surgery/winkleigh-surgery/L83025001
Caen Medical Centre,https://www.nhs.uk/services/gp-surgery/caen-medical-centre/L83097
Brannam Medical Centre,https://www.nhs.uk/services/gp-surgery/brannam-medical-centre/L83073
Litchdon Medical Centre,https://www.nhs.uk/services/gp-surgery/litchdon-medical-centre/L83035
Meon Medical Centre,https://www.nhs.uk/services/gp-surgery/meon-medical-centre/M84066
Birstall Medical Centre,https://www.nhs.uk/services/gp-surgery/birstall-medical-centre/C82091
Park View Surgery,https://www.nhs.uk/services/gp-surgery/park-view-surgery/P81046
Pinfold Medical Practice,https://www.nhs.uk/services/gp-surgery/pinfold-medical-practice/C82011
Lancaster Medical Practice (Owen Road site),https://www.nhs.uk/services/gp-surgery/lancaster-medical-practice-owen-road-site/P81002003
Halton Surgery,https://www.nhs.uk/services/gp-surgery/halton-surgery/P81029002
Garstang Medical Practice,https://www.nhs.uk/services/gp-surgery/garstang-medical-practice/P81006
West View Surgery,https://www.nhs.uk/services/gp-surgery/west-view-surgery/A82030001
Cerne Abbas Surgery,https://www.nhs.uk/services/gp-surgery/cerne-abbas-surgery/J81053
Queen's Medical Centre,https://www.nhs.uk/services/gp-surgery/queens-medical-centre/P84640
OKEHAMPTON MEDICAL CENTRE,https://www.nhs.uk/services/gp-surgery/okehampton-medical-centre/L83087
Johnson Medical Practice,https://www.nhs.uk/services/gp-surgery/johnson-medical-practice/C82031
Greengate Medical Centre,https://www.nhs.uk/services/gp-surgery/greengate-medical-centre/C82003
Hilltop Surgery,https://www.nhs.uk/services/gp-surgery/hill-top-surgery/Y02753
Bay Medical Group (Westgate Medical Practice),https://www.nhs.uk/services/gp-surgery/bay-medical-group-westgate-medical-practice/Y01008004
Slaidburn Health Centre,https://www.nhs.uk/services/gp-surgery/slaidburn-health-centre/P81620
Bay Medical Practice (York Bridge Surgery),https://www.nhs.uk/services/gp-surgery/bay-medical-practice-york-bridge-surgery/Y01008003
Northgate Surgery,https://www.nhs.uk/services/gp-surgery/northgate-surgery/B87007
Dove River,https://www.nhs.uk/services/gp-surgery/dove-river/C81018
Barton,https://www.nhs.uk/services/gp-surgery/barton/M83065
Alrewas,https://www.nhs.uk/services/gp-surgery/alrewas/M83035
St Clements Partnership,https://www.nhs.uk/services/gp-surgery/st-clements-partnership/J82035
St Paul's Surgery,https://www.nhs.uk/services/gp-surgery/st-paul-s-surgery/J82050
Friarsgate Practice,https://www.nhs.uk/services/gp-surgery/friarsgate-practice/J82130
Portesham Surgery,https://www.nhs.uk/services/gp-surgery/portesham-surgery/XO8L9N
Prince of Wales Surgery,https://www.nhs.uk/services/gp-surgery/the-prince-of-wales-surgery/J81637
Littlemoor Surgery,https://www.nhs.uk/services/gp-surgery/littlemoor-surgery/J81073001
The Lanehouse Surgery,https://www.nhs.uk/services/gp-surgery/the-lanehouse-surgery/J81051001
Lucie Wedgwood Health Ctr,https://www.nhs.uk/services/gp-surgery/lucie-wedgwood-health-ctr/M83682
Adderley Green Surgery Branch,https://www.nhs.uk/services/gp-surgery/adderley-green-surgery-branch/M83661001
Glebedale Medical Practice,https://www.nhs.uk/services/gp-surgery/glebedale-medical-practice/M83028
Bridge Street Medical Practice,https://www.nhs.uk/services/gp-surgery/bridge-street-medical-practice/C82026
Woodbrook Medical Centre,https://www.nhs.uk/services/gp-surgery/woodbrook-medical-centre/C82070
St Elizabeth's Medical Centre (Ja Wood),https://www.nhs.uk/services/gp-surgery/st-elizabeth-s-medical-centre-ja-wood/C82676
The Welby Practice (Harlaxton),https://www.nhs.uk/services/gp-surgery/the-welby-practice-harlaxton/C82076003
Bay Medical Group (Morecambe Health Centre),https://www.nhs.uk/services/gp-surgery/bay-medical-group-morecambe-health-centre/Y01008005
Brookfield Surgery,https://www.nhs.uk/services/gp-surgery/brookfield-surgery/N81014
Beaconside Health Centre,https://www.nhs.uk/services/gp-surgery/beaconside-health-centre/M83052001
Weeping Cross Health Centre,https://www.nhs.uk/services/gp-surgery/weeping-cross-health-centre/M83052
Rawnsley Surgery,https://www.nhs.uk/services/gp-surgery/rawnsley-surgery/M83719
South Wonston Surgery,https://www.nhs.uk/services/gp-surgery/south-wonston-surgery/J82106001
Badger Farm Surgery,https://www.nhs.uk/services/gp-surgery/badger-farm-surgery/J82130001
Gratton Surgery,https://www.nhs.uk/services/gp-surgery/gratton-surgery/J82106
Twyford Surgery,https://www.nhs.uk/services/gp-surgery/twyford-surgery/J82116
Alresford Surgery,https://www.nhs.uk/services/gp-surgery/alresford-surgery/J82124
Colden Common Surgery,https://www.nhs.uk/services/gp-surgery/colden-common-surgery/J82116001
The Dorchester Rd Surgery,https://www.nhs.uk/services/gp-surgery/the-dorchester-rd-surgery/J81613
The Prince Of Wales Surgery,https://www.nhs.uk/services/gp-surgery/the-prince-of-wales-surgery/J81637
Poundbury Doctors Surgery,https://www.nhs.uk/services/gp-surgery/poundbury-doctors-surgery/J81082
The Bridges Medical Ctr.,https://www.nhs.uk/services/gp-surgery/the-bridges-medical-ctr/J81073
Dr SB Kulkarni,https://www.nhs.uk/services/gp-surgery/dr-sb-kulkarni/M83619001
Honeywall Medical Practice,https://www.nhs.uk/services/gp-surgery/honeywall-medical-practice/M83619
Longton Health Centre,https://www.nhs.uk/services/gp-surgery/longton-health-centre/P81040
Adderley Green Surgery,https://www.nhs.uk/services/gp-surgery/adderley-green-surgery/M83661
Middleport Medical Centre,https://www.nhs.uk/services/gp-surgery/middleport-medical-centre/Y02867
Merton Surgery,https://www.nhs.uk/services/gp-surgery/merton-surgery/M83028001
Manor View Practice at Callowland,https://www.nhs.uk/services/gp-surgery/manor-view-practice-at-callowland/E82073001
Attenborough Surgery-Tudor,https://www.nhs.uk/services/gp-surgery/attenborough-surgery-tudor/K5G6N
Bennetts End Surgery,https://www.nhs.uk/services/gp-surgery/bennetts-end-surgery/E82032
Rainbow Medical Centre,https://www.nhs.uk/services/gp-surgery/rainbow-medical-centre/N83001001
Four Acre Health Centre,https://www.nhs.uk/services/gp-surgery/four-acre-health-centre/N83021
Patterdale Lodge,https://www.nhs.uk/services/gp-surgery/patterdale-lodge-med-ctre/N83002
Burtonwood Village Surgery,https://www.nhs.uk/services/gp-surgery/burtonwood-village-surgery/N83005001
The Langton Medical Group,https://www.nhs.uk/services/gp-surgery/the-langton-medical-group/M83030
Gilchrist & Partners (Branch),https://www.nhs.uk/services/gp-surgery/gilchrist-and-partners-branch/C81018001
Tutbury Health Centre,https://www.nhs.uk/services/gp-surgery/tutbury-health-centre/M83037
The Fryern Surgery,https://www.nhs.uk/services/gp-surgery/the-fryern-surgery/J82019
Royal Crescent Surgery,https://www.nhs.uk/services/gp-surgery/royal-crescent-surgery/L84059
Dr M Guindy & Ptrs (Endon Branch Surgery),https://www.nhs.uk/services/gp-surgery/dr-m-guindy-and-ptrs-endon-branch-surgery/M83038001
Park Street Surgery,https://www.nhs.uk/services/gp-surgery/park-street-surgery/N84034
Lincoln House Surgery,https://www.nhs.uk/services/gp-surgery/lincoln-house-surgery/N84037
The Elms Surgery,https://www.nhs.uk/services/gp-surgery/the-elms-medical-centre/P83608
Midway Surgery,https://www.nhs.uk/services/gp-surgery/midway-surgery/E82055
SUTHERGREY HOUSE MEDICAL CENTRE,https://www.nhs.uk/services/gp-surgery/suthergrey-house-medical-centre/E82015
Berrymead Family Med.Ctr.,https://www.nhs.uk/services/gp-surgery/berrymead-family-med-ctr/N83008
Marshalls Cross Medical Centre,https://www.nhs.uk/services/gp-surgery/marshalls-cross-medical-centre/Y02510
Westbrook Medical Centre,https://www.nhs.uk/services/gp-surgery/westbrook-medical-centre/N81122
Penketh Health Centre,https://www.nhs.uk/services/gp-surgery/penketh-health-centre/N81020
Atlas Medical Practice,https://www.nhs.uk/services/gp-surgery/atlas-medical-practice/N83023
South Street Surgery,https://www.nhs.uk/services/gp-surgery/south-street-surgery/E82074
Thorley Health Centre,https://www.nhs.uk/services/gp-surgery/thorley-health-centre/E82067001
Turner Road Surgery,https://www.nhs.uk/services/gp-surgery/turner-road-surgery/Y02646
Highwoods Surgery,https://www.nhs.uk/services/gp-surgery/highwoods-surgery/F81679
Mill Road Surgery,https://www.nhs.uk/services/gp-surgery/mill-road-surgery/C88095
Bluebell Surgery,https://www.nhs.uk/services/gp-surgery/bluebell-lane-surgery/N83015
Bridge View Medical,https://www.nhs.uk/services/gp-surgery/bridge-view-medical/L81007
Shirehampton Group Practice Branch Surgery,https://www.nhs.uk/services/gp-surgery/shirehampton-group-practice-branch-surgery/L81008001
Westbury on Trym Primary Care Centre,https://www.nhs.uk/services/gp-surgery/westbury-on-trym-primary-care-centre/L81017
BS1 Surgery,https://www.nhs.uk/services/gp-surgery/bs1-surgery/L81007003
Castlehead Medical Centre,https://www.nhs.uk/services/gp-surgery/castlehead-medical-centre/A82028
Brampton Medical Practice Wetheral,https://www.nhs.uk/services/gp-surgery/brampton-medical-practice-wetheral/A82012002
Court Thorn Surgery,https://www.nhs.uk/services/gp-surgery/court-thorn-surgery/A82631
Brampton Medical Practice Corby Hill,https://www.nhs.uk/services/gp-surgery/brampton-medical-practice-corby-hill/A82012001
Watford Health Centre,https://www.nhs.uk/services/gp-surgery/watford-health-centre/E82045
Everest House Surgery,https://www.nhs.uk/services/gp-surgery/everest-house-surgery/E82051
Addison House - Haque Practice,https://www.nhs.uk/services/gp-surgery/addison-house-haque-practice/F81181
Church Street Partnership,https://www.nhs.uk/services/gp-surgery/church-street-partnership/E82067
Chelmer Medical Partnership,https://www.nhs.uk/services/gp-surgery/chelmer-medical-partnership/F81122
Lister Medical Centre,https://www.nhs.uk/services/gp-surgery/the-lister-surgery/B83604
The Limes Medical Centre,https://www.nhs.uk/services/gp-surgery/the-limes-medical-practice/P87017
West Bergholt Surgery,https://www.nhs.uk/services/gp-surgery/west-bergholt-surgery/F81115002
The Tollesbury Practice,https://www.nhs.uk/services/gp-surgery/the-tollesbury-practice/F81076
Great Bentley Surgery,https://www.nhs.uk/services/gp-surgery/great-bentley-surgery/F81021
No longer available,https://www.nhs.uk/services/gp-surgery/no-longer-available/F81076001
Tiptree Medical Centre,https://www.nhs.uk/services/gp-surgery/tiptree-medical-centre/F81133
The Ardleigh Surgery,https://www.nhs.uk/services/gp-surgery/the-ardleigh-surgery/F81044
Pioneer Ridingleaze,https://www.nhs.uk/services/gp-surgery/pioneer-ridingleaze/L81037002
Compass Health,https://www.nhs.uk/services/gp-surgery/compass-health/Y02873
The Malago Surgery,https://www.nhs.uk/services/gp-surgery/the-malago-surgery/L81007001
Broadmead Medical Centre,https://www.nhs.uk/services/gp-surgery/broadmead-medical-centre/Y02578
Montpelier Health Centre,https://www.nhs.uk/services/gp-surgery/montpelier-health-centre/L81012
Bedminster Family Practice,https://www.nhs.uk/services/gp-surgery/bedminster-family-practice/L81082
Distington Surgery,https://www.nhs.uk/services/gp-surgery/distington-surgery/A82023
Griffin Close Surgery,https://www.nhs.uk/services/gp-surgery/griffin-close-surgery/A82044003
Brampton Medical Practice,https://www.nhs.uk/services/gp-surgery/brampton-medical-practice/A82012
White Lion,https://www.nhs.uk/services/gp-surgery/white-lion/T4K6I
Queen Street Medical Practice,https://www.nhs.uk/services/gp-surgery/queen-street-medical-practice/W5C7Q
Mansion House Surgery,https://www.nhs.uk/services/gp-surgery/mansion-house-surgery/M83069
Oakenhurst Medical Practice,https://www.nhs.uk/services/gp-surgery/oakenhurst-medical-practice/P81125
Blakewater Healthcare,https://www.nhs.uk/services/gp-surgery/blakewater-healthcare/P81704001
Pringle Street Surgery,https://www.nhs.uk/services/gp-surgery/pringle-street-surgery/P81724
Olive Medical Centre,https://www.nhs.uk/services/gp-surgery/olive-medical-centre/P81683
Whitley House Surgery,https://www.nhs.uk/services/gp-surgery/whitley-house-surgery/F81057
Little Waltham & GT Notley Surgery,https://www.nhs.uk/services/gp-surgery/little-waltham-and-gt-notley-surgery/F81105
The Felsted Surgery,https://www.nhs.uk/services/gp-surgery/the-felsted-surgery/F81118001
Lambeth Street Surgery,https://www.nhs.uk/services/gp-surgery/lambeth-street-surgery/P81734003
William Hopwood Street Surgery,https://www.nhs.uk/services/gp-surgery/william-hopwood-street-surgery/P81707
Primrose Bank Medical Centre,https://www.nhs.uk/services/gp-surgery/primrose-bank-medical-centre/P81771
The Cornerstone Practice,https://www.nhs.uk/services/gp-surgery/the-cornerstone-practice/P81734
Buckshaw Village Health Centre,https://www.nhs.uk/services/gp-surgery/buckshaw-village-health-centre/Y02466
Gab Healthcare,https://www.nhs.uk/services/gp-surgery/gab-healthcare/P81127
Riverside Surgery - Battle Road Branch,https://www.nhs.uk/services/gp-surgery/riverside-surgery-battle-road-branch/F6K0K
Bexley Group Practice,https://www.nhs.uk/services/gp-surgery/bexley-group-practice/G83028
Royal Arsenal Medical Centre,https://www.nhs.uk/services/gp-surgery/royal-arsenal-medical-centre/G83016
Riverside Surgery - Mill Road Branch,https://www.nhs.uk/services/gp-surgery/riverside-surgery-mill-road-branch/G83630002
Spring Gardens Group Medical Practice,https://www.nhs.uk/services/gp-surgery/spring-gardens-group-medical-practice/M81008
Winyates Health Centre,https://www.nhs.uk/services/gp-surgery/winyates-health-centre/M81019
